id,STRUCTURE PRESCRIPTRICE,PLATEFORME,year,month,region,ORIENTATION,NATURE_DIFF,age,tranche_age,situation,adulte_foyer,pers_a_charge,PROF,LOGEMENT,REVENUS,cat_rev,CHARGES,cat_charges,CREDITS,cat_credit,IMPAYES_DEBUT,cat_impayes,RAV_ouverture,cat_RAV_ouverture,RAV_UC,cat_RAV_UC,nb_credits,CRD,gain_mediation,nb_amort,crd_amort,nb_renouv,crd_renouv,nb_immo,crd_immo,nb_rac,crd_rac,nb_autres,crd_autres,nb_decouvert,crd_decouvert,moy_eco_jour,cat_moy_eco_jour
2767,PRESCRIPTEUR40,social,2016,5,ILE-DE-FRANCE,Accompagnement,Endettement,67,65-75ans,marie,2,0,retraité,proprietaire,2950,2501€-3000€,1246,1001€-1500€,1333,1000€-1500€,\N,Non Renseigne,371,B,"247,333",B,6,39341,\N,3,32966,3,6375,0,\N,0,\N,0,\N,0,\N,"6,18333","6a9,99€"
4495,PRESCRIPTEUR2,bancaire,2017,4,PAYS DE LA LOIRE,Mediation,Accident de la vie,59,55-64ans,marie,2,0,employé,locataire,2791,2501€-3000€,1230,1001€-1500€,1332,1000€-1500€,\N,Non Renseigne,229,B,"152,667",B,5,62000,236,3,54557,2,8500,0,\N,0,\N,0,\N,0,\N,"9,26667","6a9,99€"
1512,PRESCRIPTEUR2,bancaire,2015,7,NOUVELLE AQUITAINE,Surendettement,Surendettement,42,40-44ans,celibataire,1,0,chomeur,locataire,2379,2001€-2500€,1784,1501€-2000€,1389,1000€-1500€,\N,Non Renseigne,-794,C,-794,C,6,77536,\N,3,68536,3,9000,0,\N,0,\N,0,\N,0,\N,"-26,4667",Négatif
624,PRESCRIPTEUR10,bancaire,2013,10,OCCITANIE,Surendettement,Surendettement,\N,Non Renseigne,marie,2,0,retraité,locataire,2685,2501€-3000€,939,500€-1000€,2086,2001€-2500€,\N,Non Renseigne,-340,C,"-226,667",C,9,48033,\N,1,8000,8,40033,0,\N,0,\N,0,\N,0,\N,"-5,66667",Négatif
5160,PRESCRIPTEUR35,bancaire,2017,8,ILE-DE-FRANCE,Accompagnement,Endettement,36,40-44ans,concubinage,2,3,employé,proprietaire,3992,3501€-4000€,851,500€-1000€,1827,1501€-2000€,\N,Non Renseigne,1314,A,"547,5",A,3,219084,\N,2,19084,0,\N,1,200000,0,\N,0,\N,0,\N,"8,76","6a9,99€"
4088,PRESCRIPTEUR13,social,2017,1,HAUTS DE France,Accompagnement,Endettement,33,35-34ans,concubinage,2,1,employé,proprietaire,2080,2001€-2500€,998,500€-1000€,1869,1501€-2000€,\N,Non Renseigne,-787,C,"-437,222",C,1,1041024,\N,0,\N,1,1041024,0,\N,0,\N,0,\N,0,\N,"-8,74444",Négatif
2096,PRESCRIPTEUR6,bancaire,2016,1,\N,Mediation,Pré-endettement,\N,Non Renseigne,marie,2,2,fonctionnaire,locataire,3910,3501€-4000€,1032,1001€-1500€,2960,2501€-3000€,\N,Non Renseigne,-82,C,"-39,0476",C,8,152483,\N,4,31483,2,6000,2,115000,0,\N,0,\N,0,\N,"-0,683333",Négatif
1066,PRESCRIPTEUR10,bancaire,2014,11,BRETAGNE,Aucune,Mauvaise gestion,\N,Non Renseigne,marie,2,0,retraité,locataire,2285,2001€-2500€,1063,1001€-1500€,448,1€-499€,\N,Non Renseigne,774,A,516,A,3,8356,\N,2,4656,1,3700,0,\N,0,\N,0,\N,0,\N,"12,9","10a14,99€"
4330,PRESCRIPTEUR32,bancaire,2017,3,CENTRE,Accompagnement,Endettement,73,65-75ans,marie,2,0,retraité,locataire,4311,4001€-4500€,1932,1501€-2000€,725,500€-1000€,\N,Non Renseigne,1654,A,"1102,67",A,4,26500,\N,3,25000,1,1500,0,\N,0,\N,0,\N,0,\N,"27,5667",15€et+
1069,PRESCRIPTEUR35,bancaire,2014,11,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Surendettement,48,45-54ans,divorce,1,0,chomeur,locataire,1000,<1150€,845,500€-1000€,283,1€-499€,\N,Non Renseigne,-128,C,-128,C,2,5100,\N,1,0,1,5100,0,\N,0,\N,0,\N,0,\N,"-4,26667",Négatif
7637,PRESCRIPTEUR10,bancaire,2018,12,GRAND EST,Surendettement,Endettement,27,35-34ans,concubinage,2,0,employé,locataire,2642,2501€-3000€,1333,1001€-1500€,1200,1000€-1500€,\N,Non Renseigne,109,B,"72,6667",C,6,50000,\N,2,27000,4,23000,0,\N,0,\N,0,\N,0,\N,"1,81667","0a2,99€"
1681,PRESCRIPTEUR2,bancaire,2015,9,ILE-DE-FRANCE,Mediation,\N,\N,Non Renseigne,veuf,2,0,retraité,locataire,1347,1150€-1500€,565,500€-1000€,583,500€-1000€,\N,Non Renseigne,199,B,"132,667",B,7,16067,\N,0,\N,7,16067,0,\N,0,\N,0,\N,0,\N,"3,31667","3a5,99€"
4485,PRESCRIPTEUR23,social,2017,4,AUVERGNE RHONE ALPES,Accompagnement,Difficultés de Gestion,60,55-64ans,marie,2,3,autre,locataire,2029,2001€-2500€,1077,1001€-1500€,257,1€-499€,1077,1000€-1500€,695,A,"289,583",B,2,8500,\N,2,8500,0,\N,0,\N,0,\N,0,\N,0,\N,"-2,54667",Négatif
5397,PRESCRIPTEUR76,bancaire,2017,10,AUVERGNE RHONE ALPES,Surendettement,Endettement,41,40-44ans,celibataire,1,0,employé,gratuit,1250,1150€-1500€,513,500€-1000€,510,500€-1000€,\N,Non Renseigne,227,B,227,B,4,17000,\N,3,14000,1,3000,0,\N,0,\N,0,\N,0,\N,"7,56667","6a9,99€"
4345,PRESCRIPTEUR22,bancaire,2017,3,PAYS DE LA LOIRE,Accompagnement,Endettement,36,40-44ans,marie,2,0,employé,gratuit,1250,1150€-1500€,610,500€-1000€,568,500€-1000€,\N,Non Renseigne,72,C,48,C,6,13467,\N,0,\N,6,13467,0,\N,0,\N,0,\N,0,\N,"1,2","0a2,99€"
7053,PRESCRIPTEUR23,social,2018,9,PROVENCE-ALPES-COTE-D'AZUR,Accompagnement,Endettement,39,40-44ans,divorce,1,0,employé,locataire,3031,3001€-3500€,1492,1001€-1500€,1168,1000€-1500€,1492,1000€-1500€,371,B,371,B,6,40175,\N,1,14440,4,19904,0,\N,0,\N,1,5831,0,\N,"-37,3667",Négatif
2004,PRESCRIPTEUR47,social,2015,12,GRAND EST,Aucune,Impayés,73,65-75ans,marie,2,0,retraité,locataire,1900,1501€-2000€,1320,1001€-1500€,275,1€-499€,1320,1000€-1500€,305,B,"203,333",B,1,20625,\N,0,\N,0,\N,0,\N,0,\N,1,20625,0,\N,"-16,9167",Négatif
5619,PRESCRIPTEUR32,bancaire,2017,11,HAUTS DE France,Accompagnement,Difficultés de Gestion,24,<25ans,concubinage,2,0,employé,locataire,2106,2001€-2500€,705,500€-1000€,789,500€-1000€,\N,Non Renseigne,612,A,408,A,8,12364,\N,0,\N,8,12364,0,\N,0,\N,0,\N,0,\N,"10,2","10a14,99€"
7760,PRESCRIPTEUR10,bancaire,2019,1,BRETAGNE,Accompagnement,Difficultés de Gestion,59,55-64ans,divorce,1,0,chomeur,proprietaire,2740,2501€-3000€,1007,1001€-1500€,1365,1000€-1500€,\N,Non Renseigne,368,B,368,B,4,56148,\N,2,12958,1,5500,0,\N,1,37690,0,\N,0,\N,"12,2667","10a14,99€"
1755,PRESCRIPTEUR35,bancaire,2015,10,AUVERGNE RHONE ALPES,Surendettement,Surendettement,\N,Non Renseigne,celibataire,1,0,employé,locataire,2042,2001€-2500€,1194,1001€-1500€,686,500€-1000€,\N,Non Renseigne,162,B,162,B,5,22809,\N,3,16661,2,6148,0,\N,0,\N,0,\N,0,\N,"5,4","3a5,99€"
5710,PRESCRIPTEUR44,bancaire,2017,12,GRAND EST,Accompagnement,Endettement,24,<25ans,pacs,2,1,\N,locataire,2043,2001€-2500€,781,500€-1000€,262,1€-499€,\N,Non Renseigne,1000,A,"555,556",A,1,13000,\N,0,\N,1,13000,0,\N,0,\N,0,\N,0,\N,"11,1111","10a14,99€"
5213,PRESCRIPTEUR43,social,2017,9,AUVERGNE RHONE ALPES,Accompagnement,Difficultés de Gestion,42,40-44ans,celibataire,1,2,employé,locataire,2309,2001€-2500€,1335,1001€-1500€,60,1€-499€,\N,Non Renseigne,914,A,"571,25",A,1,6000,\N,1,6000,0,\N,0,\N,0,\N,0,\N,0,\N,"10,1556","10a14,99€"
204,PRESCRIPTEUR10,bancaire,2012,10,ILE-DE-FRANCE,Aucune,Accident de la vie,\N,Non Renseigne,concubinage,2,0,fonctionnaire,locataire,3100,3001€-3500€,877,500€-1000€,169,1€-499€,\N,Non Renseigne,2054,A,"1369,33",A,2,4438,\N,0,\N,2,4438,0,\N,0,\N,0,\N,0,\N,"34,2333",15€et+
3824,PRESCRIPTEUR64,social,2016,11,ILE-DE-FRANCE,Accompagnement,Endettement,44,40-44ans,concubinage,2,6,employé,locataire,3398,3001€-3500€,1883,1501€-2000€,170,1€-499€,1883,1501€-2000€,1345,A,"407,576",A,1,5149,\N,1,5149,0,\N,0,\N,0,\N,0,\N,0,\N,"-2,24167",Négatif
6129,PRESCRIPTEUR72,bancaire,2018,3,DOM,Accompagnement,Endettement,65,65-75ans,marie,2,0,retraité,proprietaire,3422,3001€-3500€,623,500€-1000€,2267,2001€-2500€,\N,Non Renseigne,532,A,"354,667",B,6,123894,\N,1,6509,4,17100,1,100285,0,\N,0,\N,0,\N,"8,86667","6a9,99€"
196,PRESCRIPTEUR10,bancaire,2012,10,PROVENCE-ALPES-COTE-D'AZUR,Aucune,Surendettement,\N,Non Renseigne,celibataire,1,0,retraité,locataire,1092,<1150€,1034,1001€-1500€,641,500€-1000€,\N,Non Renseigne,-583,C,-583,C,5,17502,\N,4,16316,1,1186,0,\N,0,\N,0,\N,0,\N,"-19,4333",Négatif
2532,PRESCRIPTEUR58,social,2016,3,OCCITANIE,Accompagnement,Endettement,36,40-44ans,marie,2,2,employé,proprietaire,1528,1501€-2000€,436,<500€,497,1€-499€,436,1€-499€,595,A,"283,333",B,2,118250,\N,0,\N,1,3250,1,115000,0,\N,0,\N,0,\N,"1,325","0a2,99€"
1757,PRESCRIPTEUR17,bancaire,2015,10,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Accident de la vie,\N,Non Renseigne,divorce,1,0,retraité,locataire,1404,1150€-1500€,1287,1001€-1500€,659,500€-1000€,\N,Non Renseigne,-542,C,-542,C,5,14147,\N,2,624,3,13523,0,\N,0,\N,0,\N,0,\N,"-18,0667",Négatif
679,PRESCRIPTEUR10,bancaire,2013,11,OCCITANIE,Surendettement,Surendettement,\N,Non Renseigne,veuf,2,0,retraité,locataire,1130,<1150€,1046,1001€-1500€,271,1€-499€,\N,Non Renseigne,-187,C,"-124,667",C,2,4700,\N,2,4700,0,\N,0,\N,0,\N,0,\N,0,\N,"-3,11667",Négatif
7461,PRESCRIPTEUR53,social,2018,11,NORMANDIE,Accompagnement,Difficultés de Gestion,61,55-64ans,concubinage,2,0,employé,locataire,1675,1501€-2000€,1932,1501€-2000€,1355,1000€-1500€,1932,1501€-2000€,-1612,C,"-1074,67",C,11,22755,\N,10,22455,0,\N,0,\N,0,\N,0,\N,1,300,"-59,0667",Négatif
3778,PRESCRIPTEUR36,social,2016,11,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,61,55-64ans,marie,2,0,autre,proprietaire,1654,1501€-2000€,634,500€-1000€,1176,1000€-1500€,634,500€-1000€,-156,C,-104,C,2,33274,\N,0,\N,0,\N,1,26450,0,\N,1,6824,0,\N,"-13,1667",Négatif
1652,PRESCRIPTEUR2,bancaire,2015,9,NOUVELLE AQUITAINE,Surendettement,Surendettement,\N,Non Renseigne,celibataire,1,1,employé,proprietaire,1550,1501€-2000€,918,500€-1000€,1244,1000€-1500€,\N,Non Renseigne,-612,C,"-470,769",C,5,64576,\N,2,50454,2,6122,0,\N,0,\N,1,8000,0,\N,"-10,2",Négatif
6490,PRESCRIPTEUR35,bancaire,2018,5,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,72,65-75ans,divorce,1,0,retraité,proprietaire,1490,1150€-1500€,538,500€-1000€,908,500€-1000€,\N,Non Renseigne,44,C,44,C,5,47791,\N,1,6113,3,7678,0,\N,1,34000,0,\N,0,\N,"1,46667","0a2,99€"
555,PRESCRIPTEUR30,bancaire,2013,7,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Surendettement,\N,Non Renseigne,marie,2,0,employé,locataire,3000,2501€-3000€,1329,1001€-1500€,1561,1501€-2000€,\N,Non Renseigne,110,B,"73,3333",C,9,88977,\N,5,69910,4,19067,0,\N,0,\N,0,\N,0,\N,"1,83333","0a2,99€"
1297,PRESCRIPTEUR6,bancaire,2015,3,PROVENCE-ALPES-COTE-D'AZUR,Mediation,Crédits renouvelables récurrents,\N,Non Renseigne,divorce,1,0,retraité,locataire,2759,2501€-3000€,1479,1001€-1500€,939,500€-1000€,\N,Non Renseigne,341,B,341,B,6,34400,\N,4,29700,2,4700,0,\N,0,\N,0,\N,0,\N,"11,3667","10a14,99€"
5183,PRESCRIPTEUR91,social,2017,9,OCCITANIE,Accompagnement,Accident de la vie,28,35-34ans,marie,2,1,employé,proprietaire,2635,2501€-3000€,948,500€-1000€,984,500€-1000€,948,500€-1000€,703,A,"390,556",B,4,197064,\N,2,15000,0,\N,2,182064,0,\N,0,\N,0,\N,"-2,72222",Négatif
4366,PRESCRIPTEUR56,social,2017,3,AUVERGNE RHONE ALPES,Surendettement,Endettement,43,40-44ans,divorce,1,1,employé,locataire,1213,1150€-1500€,1082,1001€-1500€,591,500€-1000€,1082,1000€-1500€,-460,C,"-353,846",C,7,11709,\N,1,1,5,8629,0,\N,0,\N,0,\N,1,3079,"-25,7",Négatif
4698,PRESCRIPTEUR10,bancaire,2017,5,AUVERGNE RHONE ALPES,Accompagnement,Endettement,30,35-34ans,marie,2,2,autre,proprietaire,2967,2501€-3000€,750,500€-1000€,2738,2501€-3000€,\N,Non Renseigne,-521,C,"-248,095",C,13,240653,\N,4,29084,7,28055,2,183514,0,\N,0,\N,0,\N,"-4,34167",Négatif
1908,PRESCRIPTEUR2,bancaire,2015,11,AUVERGNE RHONE ALPES,Surendettement,Surendettement,\N,Non Renseigne,celibataire,1,0,autre,gratuit,2749,2501€-3000€,657,500€-1000€,1533,1501€-2000€,\N,Non Renseigne,559,A,559,A,12,13586,\N,5,13579,7,7,0,\N,0,\N,0,\N,0,\N,"18,6333",15€et+
2058,PRESCRIPTEUR25,bancaire,2015,12,ILE-DE-FRANCE,Accompagnement,Surendettement,\N,Non Renseigne,divorce,1,0,employé,locataire,1398,1150€-1500€,852,500€-1000€,340,1€-499€,\N,Non Renseigne,206,B,206,B,7,34235,\N,2,15830,4,15125,0,\N,0,\N,0,\N,1,3280,"6,86667","6a9,99€"
2759,PRESCRIPTEUR32,bancaire,2016,5,ILE-DE-FRANCE,Surendettement,Endettement,\N,Non Renseigne,pacs,2,2,\N,locataire,2738,2501€-3000€,1002,1001€-1500€,705,500€-1000€,\N,Non Renseigne,1031,A,"490,952",A,7,25800,\N,3,10800,4,15000,0,\N,0,\N,0,\N,0,\N,"8,59167","6a9,99€"
4992,PRESCRIPTEUR54,social,2017,7,ILE-DE-FRANCE,Accompagnement,Endettement,33,35-34ans,celibataire,1,0,employé,locataire,2790,2501€-3000€,2229,2001€-2500€,150,1€-499€,2229,2001€-3000€,411,A,411,A,2,120400,\N,0,\N,1,2800,1,117600,0,\N,0,\N,0,\N,"-60,6",Négatif
3534,PRESCRIPTEUR30,bancaire,2016,10,NOUVELLE AQUITAINE,Surendettement,Endettement,46,45-54ans,pacs,2,0,cadre,locataire,3974,3501€-4000€,1982,1501€-2000€,3121,3001€-3500€,\N,Non Renseigne,-1129,C,"-752,667",C,17,125383,\N,6,92811,11,32572,0,\N,0,\N,0,\N,0,\N,"-18,8167",Négatif
3180,PRESCRIPTEUR35,bancaire,2016,7,ILE-DE-FRANCE,Aucune,Endettement,\N,Non Renseigne,concubinage,2,1,employé,locataire,3280,3001€-3500€,1699,1501€-2000€,608,500€-1000€,\N,Non Renseigne,973,A,"540,556",A,4,15394,\N,3,10144,1,5250,0,\N,0,\N,0,\N,0,\N,"10,8111","10a14,99€"
1931,PRESCRIPTEUR17,bancaire,2015,11,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Surendettement,51,45-54ans,marie,2,3,employé,proprietaire,5100,5001€ et +,1150,1001€-1500€,3870,3501€-4000€,\N,Non Renseigne,80,C,"33,3333",C,13,287304,\N,8,179378,4,9879,1,98047,0,\N,0,\N,0,\N,"0,533333","0a2,99€"
7204,PRESCRIPTEUR10,bancaire,2018,10,AUVERGNE RHONE ALPES,Surendettement,Endettement,33,35-34ans,celibataire,1,0,autre,locataire,1323,1150€-1500€,1030,1001€-1500€,617,500€-1000€,\N,Non Renseigne,-324,C,-324,C,8,6007,\N,1,6000,7,7,0,\N,0,\N,0,\N,0,\N,"-10,8",Négatif
6161,PRESCRIPTEUR35,bancaire,2018,3,NORMANDIE,Surendettement,Endettement,64,55-64ans,divorce,1,1,retraité,locataire,1572,1501€-2000€,1025,1001€-1500€,337,1€-499€,\N,Non Renseigne,210,B,"161,538",B,2,8800,\N,1,7300,1,1500,0,\N,0,\N,0,\N,0,\N,"3,5","3a5,99€"
7175,PRESCRIPTEUR72,bancaire,2018,10,AUVERGNE RHONE ALPES,Surendettement,Endettement,\N,Non Renseigne,veuf,2,1,retraité,locataire,1702,1501€-2000€,1078,1001€-1500€,529,500€-1000€,\N,Non Renseigne,95,C,"52,7778",C,4,20195,\N,2,13500,2,6695,0,\N,0,\N,0,\N,0,\N,"1,05556","0a2,99€"
1746,PRESCRIPTEUR17,bancaire,2015,9,ILE-DE-FRANCE,Surendettement,Mauvaise gestion,\N,Non Renseigne,celibataire,1,0,autre,locataire,1203,1150€-1500€,942,500€-1000€,180,1€-499€,\N,Non Renseigne,81,C,81,C,2,2820,\N,1,320,1,2500,0,\N,0,\N,0,\N,0,\N,"2,7","0a2,99€"
1143,PRESCRIPTEUR7,bancaire,2014,12,CENTRE,Accompagnement,Surendettement,\N,Non Renseigne,concubinage,2,0,chomeur,locataire,1374,1150€-1500€,970,500€-1000€,313,1€-499€,\N,Non Renseigne,91,C,"60,6667",C,4,1561,\N,3,1201,0,\N,0,\N,0,\N,1,360,0,\N,"1,51667","0a2,99€"
332,PRESCRIPTEUR10,bancaire,2013,2,NORMANDIE,Surendettement,Accident de la vie,\N,Non Renseigne,celibataire,1,0,employé,locataire,1450,1150€-1500€,1068,1001€-1500€,372,1€-499€,\N,Non Renseigne,10,C,10,C,1,21000,\N,1,21000,0,\N,0,\N,0,\N,0,\N,0,\N,"0,333333","0a2,99€"
3230,PRESCRIPTEUR29,bancaire,2016,8,HAUTS DE France,Mediation,Endettement,56,55-64ans,marie,2,0,employé,proprietaire,4600,4501€-5000€,1301,1001€-1500€,3321,3001€-3500€,\N,Non Renseigne,-22,C,"-14,6667",C,14,302303,\N,4,9900,8,26303,0,\N,2,266100,0,\N,0,\N,"-0,366667",Négatif
1604,PRESCRIPTEUR2,bancaire,2015,8,PAYS DE LA LOIRE,Accompagnement,Surendettement,73,65-75ans,marie,2,0,retraité,proprietaire,2558,2501€-3000€,874,500€-1000€,1313,1000€-1500€,\N,Non Renseigne,371,B,"247,333",B,4,101600,\N,3,96870,1,4730,0,\N,0,\N,0,\N,0,\N,"6,18333","6a9,99€"
1341,PRESCRIPTEUR35,bancaire,2015,4,PAYS DE LA LOIRE,Accompagnement,Réaménagement,\N,Non Renseigne,veuf,2,0,retraité,locataire,1164,1150€-1500€,572,500€-1000€,91,1€-499€,\N,Non Renseigne,501,A,334,B,1,3600,\N,0,\N,1,3600,0,\N,0,\N,0,\N,0,\N,"8,35","6a9,99€"
6157,PRESCRIPTEUR29,bancaire,2018,3,BOURGOGNE FRANCHE COMTE,Surendettement,Endettement,63,55-64ans,marie,2,0,chomeur,proprietaire,2800,2501€-3000€,686,500€-1000€,1500,1000€-1500€,\N,Non Renseigne,614,A,"409,333",A,10,62911,\N,0,\N,7,29098,0,\N,1,31756,2,2057,0,\N,"10,2333","10a14,99€"
3326,PRESCRIPTEUR47,social,2016,8,GRAND EST,Accompagnement,Endettement,\N,Non Renseigne,celibataire,1,0,retraité,locataire,850,<1150€,714,500€-1000€,230,1€-499€,\N,Non Renseigne,-94,C,-94,C,5,4180,\N,1,234,3,2946,0,\N,0,\N,0,\N,1,1000,"-3,13333",Négatif
5303,PRESCRIPTEUR10,bancaire,2017,9,NOUVELLE AQUITAINE,Accompagnement,Difficultés de Gestion,41,40-44ans,\N,\N,0,employé,\N,2528,2501€-3000€,792,500€-1000€,900,500€-1000€,\N,Non Renseigne,836,A,\N,Non Renseigne,6,125200,\N,3,11700,2,3500,1,110000,0,\N,0,\N,0,\N,\N,\N
3665,PRESCRIPTEUR30,bancaire,2016,10,NOUVELLE AQUITAINE,Surendettement,Endettement,68,65-75ans,marie,2,0,\N,locataire,2430,2001€-2500€,884,500€-1000€,2397,2001€-2500€,\N,Non Renseigne,-851,C,"-567,333",C,10,98045,\N,8,87045,2,11000,0,\N,0,\N,0,\N,0,\N,"-14,1833",Négatif
5151,PRESCRIPTEUR72,bancaire,2017,8,HAUTS DE France,Surendettement,Endettement,61,55-64ans,marie,2,0,fonctionnaire,locataire,1782,1501€-2000€,1235,1001€-1500€,296,1€-499€,\N,Non Renseigne,251,B,"167,333",B,4,8411,\N,1,1700,3,6711,0,\N,0,\N,0,\N,0,\N,"4,18333","3a5,99€"
6550,PRESCRIPTEUR17,bancaire,2018,6,GRAND EST,Surendettement,Endettement,\N,Non Renseigne,divorce,1,0,employé,locataire,2592,2501€-3000€,1053,1001€-1500€,1986,1501€-2000€,\N,Non Renseigne,-447,C,-447,C,11,90720,\N,4,73512,7,17208,0,\N,0,\N,0,\N,0,\N,"-14,9",Négatif
1844,PRESCRIPTEUR29,bancaire,2015,10,AUVERGNE RHONE ALPES,Accompagnement,Accident de la vie,\N,Non Renseigne,celibataire,1,1,chomeur,locataire,1300,1150€-1500€,767,500€-1000€,680,500€-1000€,\N,Non Renseigne,-147,C,"-113,077",C,5,20404,\N,4,14179,1,6225,0,\N,0,\N,0,\N,0,\N,"-2,45",Négatif
5248,PRESCRIPTEUR86,social,2017,9,ILE-DE-FRANCE,Surendettement,Endettement,64,55-64ans,veuf,2,0,\N,locataire,2000,1501€-2000€,1284,1001€-1500€,800,500€-1000€,1284,1000€-1500€,-84,C,-56,C,1,35000,\N,0,\N,1,35000,0,\N,0,\N,0,\N,0,\N,"-22,8",Négatif
2888,PRESCRIPTEUR10,bancaire,2016,5,ILE-DE-FRANCE,Accompagnement,Endettement,\N,Non Renseigne,concubinage,2,2,autre,locataire,1375,1150€-1500€,1252,1001€-1500€,662,500€-1000€,\N,Non Renseigne,-539,C,"-256,667",C,5,18343,\N,2,14557,3,3786,0,\N,0,\N,0,\N,0,\N,"-4,49167",Négatif
600,PRESCRIPTEUR2,bancaire,2013,9,HAUTS DE France,Aucune,Mal-endettement,\N,Non Renseigne,marie,2,0,retraité,locataire,1875,1501€-2000€,1090,1001€-1500€,746,500€-1000€,\N,Non Renseigne,39,C,26,C,2,3000,\N,1,1000,1,2000,0,\N,0,\N,0,\N,0,\N,"0,65","0a2,99€"
7916,PRESCRIPTEUR30,bancaire,2019,2,ILE-DE-FRANCE,Surendettement,Endettement,45,45-54ans,celibataire,1,0,employé,locataire,2807,2501€-3000€,1600,1501€-2000€,2149,2001€-2500€,\N,Non Renseigne,-942,C,-942,C,9,90010,\N,4,37884,3,10762,0,\N,2,41364,0,\N,0,\N,"-31,4",Négatif
3423,PRESCRIPTEUR2,bancaire,2016,9,HAUTS DE France,Aucune,Endettement,57,55-64ans,marie,2,2,employé,proprietaire,10130,5001€ et +,1772,1501€-2000€,12332,5001€ et +,\N,Non Renseigne,-3974,C,"-1892,38",C,29,1135515,\N,13,79242,10,55212,6,1001061,0,\N,0,\N,0,\N,"-33,1167",Négatif
2405,PRESCRIPTEUR17,bancaire,2016,3,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Endettement,66,65-75ans,divorce,1,0,retraité,locataire,1263,1150€-1500€,1075,1001€-1500€,759,500€-1000€,\N,Non Renseigne,-571,C,-571,C,5,21763,\N,0,\N,5,21763,0,\N,0,\N,0,\N,0,\N,"-19,0333",Négatif
3065,PRESCRIPTEUR62,social,2016,7,GRAND EST,Surendettement,Endettement,58,55-64ans,celibataire,1,0,employé,locataire,1500,1150€-1500€,2619,2501€-3000€,120,1€-499€,\N,Non Renseigne,-1239,C,-1239,C,1,7000,\N,1,7000,0,\N,0,\N,0,\N,0,\N,0,\N,"-41,3",Négatif
1513,PRESCRIPTEUR17,bancaire,2015,7,PROVENCE-ALPES-COTE-D'AZUR,Surendettement,Accident de la vie,\N,Non Renseigne,marie,2,0,retraité,locataire,5114,5001€ et +,2113,2001€-2500€,2438,2001€-2500€,\N,Non Renseigne,563,A,"375,333",B,14,53588,\N,0,\N,14,53588,0,\N,0,\N,0,\N,0,\N,"9,38333","6a9,99€"
622,PRESCRIPTEUR10,bancaire,2013,10,OCCITANIE,Aucune,Surendettement,\N,Non Renseigne,divorce,1,1,employé,locataire,2600,2501€-3000€,1299,1001€-1500€,1308,1000€-1500€,\N,Non Renseigne,-7,C,"-5,38462",C,10,40324,\N,3,8955,7,31369,0,\N,0,\N,0,\N,0,\N,"-0,116667",Négatif
3414,PRESCRIPTEUR10,bancaire,2016,9,PROVENCE-ALPES-COTE-D'AZUR,Mediation,Endettement,43,40-44ans,marie,2,2,employé,locataire,3929,3501€-4000€,1952,1501€-2000€,2476,2001€-2500€,\N,Non Renseigne,-499,C,"-237,619",C,13,84769,\N,1,43906,12,40863,0,\N,0,\N,0,\N,0,\N,"-4,15833",Négatif
1741,PRESCRIPTEUR10,bancaire,2015,9,OCCITANIE,Surendettement,Mauvaise gestion,73,65-75ans,veuf,2,0,retraité,proprietaire,1234,1150€-1500€,492,<500€,1130,1000€-1500€,\N,Non Renseigne,-388,C,"-258,667",C,8,72601,\N,3,6000,4,13601,1,53000,0,\N,0,\N,0,\N,"-6,46667",Négatif
6617,PRESCRIPTEUR18,social,2018,6,BOURGOGNE FRANCHE COMTE,Accompagnement,Endettement,33,35-34ans,marie,2,4,employé,locataire,2644,2501€-3000€,1503,1501€-2000€,390,1€-499€,1503,1501€-2000€,751,A,"278,148",B,4,9500,\N,2,9000,2,500,0,\N,0,\N,0,\N,0,\N,"-4,17778",Négatif
2514,PRESCRIPTEUR70,bancaire,2016,3,ILE-DE-FRANCE,Accompagnement,Accident de la vie,\N,Non Renseigne,concubinage,2,1,employé,proprietaire,2309,2001€-2500€,719,500€-1000€,1469,1000€-1500€,\N,Non Renseigne,121,B,"67,2222",C,4,89403,\N,1,17348,2,7055,1,65000,0,\N,0,\N,0,\N,"1,34444","0a2,99€"
6673,PRESCRIPTEUR66,social,2018,6,NORMANDIE,Accompagnement,Endettement,68,65-75ans,marie,2,0,employé,proprietaire,1990,1501€-2000€,1057,1001€-1500€,160,1€-499€,\N,Non Renseigne,773,A,"515,333",A,1,3000,\N,1,3000,0,\N,0,\N,0,\N,0,\N,0,\N,"12,8833","10a14,99€"
3719,PRESCRIPTEUR17,bancaire,2016,11,GRAND EST,Surendettement,Impayés,57,55-64ans,divorce,1,0,retraité,locataire,1322,1150€-1500€,613,500€-1000€,485,1€-499€,\N,Non Renseigne,224,B,224,B,5,23685,\N,1,15967,4,7718,0,\N,0,\N,0,\N,0,\N,"7,46667","6a9,99€"
